Date,FAMILIA_DESC,CATEGORIA,TALLA,Unidades
17/07/2022,JEANS,CULOTTE,8,1
17/07/2022,JEANS,CULOTTE PREMIUM,12,1
17/07/2022,JEANS,FLARE,12,1
17/07/2022,JEANS,FLARE,8,1
17/07/2022,JEANS,JEGGIN,14,2
17/07/2022,JEANS,JEGGIN,16,1
17/07/2022,JEANS,JEGGIN,6,1
17/07/2022,JEANS,JEGGIN,8,1
17/07/2022,JEANS,JEGGIN,9,1
17/07/2022,JEANS,MOM,10,1
17/07/2022,JEANS,MOM FLARED,10,1
17/07/2022,JEANS,MOM FLARED,12,2
17/07/2022,JEANS,MOM FLARED,6,1
17/07/2022,JEANS,REGULAR,31,1
17/07/2022,JEANS,REGULAR,32,1
17/07/2022,JEANS,REGULAR,33,1
17/07/2022,JEANS,REGULAR,34,1
17/07/2022,JEANS,SKINY,10,1
17/07/2022,JEANS,SKINY,12,1
17/07/2022,JEANS,SKINY,8,1
17/07/2022,JEANS,SLIM,30,1
17/07/2022,JEANS,SLIM,31,1
17/07/2022,JEANS,SLIM,32,1
17/07/2022,JEANS,SLIM,34,1
17/07/2022,JEANS,SLIM,38,1
17/07/2022,JEANS,SLIM,38,2
17/07/2022,JEANS,SLIM,40,1
17/07/2022,JEANS,SLIM NEGRO MATE,30X32,1
17/07/2022,JEANS,SLIM NEGRO MATE,32X32,1
17/07/2022,JEANS,SLIM NEGRO MATE,34X32,1
17/07/2022,JEANS,STRAIGHT,10,1
17/07/2022,JEANS,STRAIGHT,12,1
17/07/2022,JEANS,SUPER SLIM,30,1
17/07/2022,JEANS,SUPER SLIM,31,1
17/07/2022,JEANS,SUPER SLIM,34,1
17/07/2022,JEANS,SUPER SLIM,36,1
17/07/2022,JOGGER,JOGGER_H,34X32,1
17/07/2022,JOGGER,JOGGER_M,10,1
17/07/2022,JOGGER,JOGGER_M,8,1
17/07/2022,PANTALON COLOR,JEGGIN COLOR,10,2
17/07/2022,PANTALON COLOR,JEGGIN COLOR,8,1
17/07/2022,PANTALON COLOR,JEGGIN NEGRO MATE,8X29,2
17/07/2022,PANTALON COLOR,PAPER BAG,8,1
17/07/2022,PANTALON COLOR,SKINY NEGRO MATE,12X29,1
17/07/2022,PANTALON COLOR,SLIM COLOR,33X32,1
17/07/2022,PANTALON COLOR,SLIM COLOR,34X32,1
17/07/2022,PANTALON COLOR,SLIM COLOR,34X32,2
17/07/2022,PANTALON COLOR,SLIM COLOR,34X32,4
17/07/2022,PANTALON COLOR,SLIM COLOR,38X32,1
17/07/2022,POLOS,POLO_B,L,1
17/07/2022,SHORT,PAPER SHORT,12,1
17/07/2022,SHORT,PAPER SHORT,8,1
16/07/2022,BLUSAS,MANGA_CORTA_M,XL,1
16/07/2022,BLUSAS,MANGA_LARGA_M,XL,1
16/07/2022,BLUSAS,MANGA_LARGA_M_B,M,1
16/07/2022,BLUSAS,MANGA_SISA,XL,1
16/07/2022,BUSOS,BUSO_H,L,1
16/07/2022,BUSOS,BUSO_H,XL,1
16/07/2022,CAMIBUSOS,CAMIBUSO,L,1
16/07/2022,CAMIBUSOS,CAMIBUSO,M,1
16/07/2022,CAMISAS,MANGA_CORTA_H,L,1
16/07/2022,CAMISAS,MANGA_CORTA_H,M,1
16/07/2022,CAMISAS,MANGA_CORTA_H,XL,1
16/07/2022,CAMISAS,MANGA_CORTA_H_B,L,1
16/07/2022,CAMISAS,MANGA_LARGA_H,M,1
16/07/2022,CAMISAS,MANGA_LARGA_H,S,1
16/07/2022,CAMISAS,MANGA_LARGA_H,XL,1
16/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,S,1
16/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,XL,1
16/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,XS,1
16/07/2022,CAMISETAS,T-SHIRT,L,1
16/07/2022,CAMISETAS,T-SHIRT,M,1
16/07/2022,CAMISETAS,T-SHIRT,S,1
16/07/2022,CAMISETAS,T-SHIRT,XL,1
16/07/2022,CHAQUETAS,CHAQUETA_H,M,1
16/07/2022,CHAQUETAS,CHAQUETA_M,XS,1
16/07/2022,JEANS,CULOTTE,10,1
16/07/2022,JEANS,CULOTTE,14X29,1
16/07/2022,JEANS,JEGGIN,10,1
16/07/2022,JEANS,JEGGIN,12,1
16/07/2022,JEANS,JEGGIN,16,1
16/07/2022,JEANS,JEGGIN,6,1
16/07/2022,JEANS,JEGGIN,9,1
16/07/2022,JEANS,MAGIC,10,1
16/07/2022,JEANS,MAGIC,6X29,1
16/07/2022,JEANS,MOM,12,1
16/07/2022,JEANS,MOM,6,1
16/07/2022,JEANS,MOM,8,1
16/07/2022,JEANS,MOM FLARED,14,1
16/07/2022,JEANS,MOM FLARED,16,1
16/07/2022,JEANS,MOM FLARED,6,1
16/07/2022,JEANS,SKINY,10,1
16/07/2022,JEANS,SKINY,10,2
16/07/2022,JEANS,SKINY,12,1
16/07/2022,JEANS,SKINY,16,1
16/07/2022,JEANS,SKINY,6,1
16/07/2022,JEANS,SKINY,7,1
16/07/2022,JEANS,SKINY,7,2
16/07/2022,JEANS,SLIM,32,1
16/07/2022,JEANS,SLIM,32X32,1
16/07/2022,JEANS,SLIM,33,1
16/07/2022,JEANS,SLIM,34,1
16/07/2022,JEANS,SLIM,34X32,1
16/07/2022,JEANS,SLIM,36,1
16/07/2022,JEANS,SLIM,38,1
16/07/2022,JEANS,SLIM,38,2
16/07/2022,JEANS,SLIM,40,1
16/07/2022,JEANS,SLIM NEGRO MATE,30X32,1
16/07/2022,JEANS,SLIM NEGRO MATE,32X32,1
16/07/2022,JEANS,STRAIGHT,12,1
16/07/2022,JEANS,STRAIGHT,8,1
16/07/2022,JEANS,STRAIGHT,9,1
16/07/2022,JEANS,SUPER SLIM,30,1
16/07/2022,JEANS,SUPER SLIM,32,1
16/07/2022,JEANS,SUPER SLIM,34,1
16/07/2022,JEANS,SUPER SLIM,36,1
16/07/2022,JEANS,SUPER SLIM,38,1
16/07/2022,JOGGER,JOGGER_H,28X32,1
16/07/2022,JOGGER,JOGGER_H,30X32,1
16/07/2022,JOGGER,JOGGER_H,32X32,1
16/07/2022,JOGGER,JOGGER_M,10,1
16/07/2022,JOGGER,JOGGER_M,12,1
16/07/2022,JOGGER,JOGGER_M,14,1
16/07/2022,JOGGER,JOGGER_M,16,1
16/07/2022,JOGGER,JOGGER_M,8,2
16/07/2022,PANTALON COLOR,JEGGIN COLOR,14,1
16/07/2022,PANTALON COLOR,JEGGIN COLOR,6,1
16/07/2022,PANTALON COLOR,JEGGIN NEGRO MATE,8X29,1
16/07/2022,PANTALON COLOR,PAPER BAG,12,1
16/07/2022,PANTALON COLOR,SKINY NEGRO ENCERADO,12X29,1
16/07/2022,PANTALON COLOR,SKINY NEGRO MATE,10X29,1
16/07/2022,PANTALON COLOR,SLIM COLOR,34X32,1
16/07/2022,PANTALON COLOR,SLIM COLOR,38X32,1
16/07/2022,PANTALON COLOR,SLIM COLOR,40X32,1
16/07/2022,SHORT,PAPER SHORT,14,1
15/07/2022,BLUSAS,MANGA_CORTA_M,M,1
15/07/2022,BLUSAS,MANGA_CORTA_M,S,1
15/07/2022,BLUSAS,MANGA_LARGA_M,S,1
15/07/2022,BLUSAS,MANGA_LARGA_M_B,L,1
15/07/2022,BLUSAS,MANGA_LARGA_M_B,M,1
15/07/2022,BLUSAS,MANGA_LARGA_M_B,S,1
15/07/2022,BLUSAS,MANGA_SISA,XL,1
15/07/2022,BUSOS,BUSO_H,XL,1
15/07/2022,BUSOS,BUSO_M,M,2
15/07/2022,BUSOS,BUSO_M,XS,1
15/07/2022,CAMISAS,MANGA_CORTA_H,XL,1
15/07/2022,CAMISAS,MANGA_CORTA_H_B,L,1
15/07/2022,CAMISAS,MANGA_LARGA_H,M,1
15/07/2022,CAMISAS,MANGA_LARGA_H,M,2
15/07/2022,CAMISAS,MANGA_LARGA_H,S,1
15/07/2022,CAMISETAS,CAMISETA MANGA LARGA,M,1
15/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,M,1
15/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,S,1
15/07/2022,CAMISETAS,T-SHIRT,XL,1
15/07/2022,CAMISETAS,T-SHIRT PREMIUM,L,1
15/07/2022,CAMISETAS,T-SHIRT PREMIUM_B,L,1
15/07/2022,CAMISETAS,T-SHIRT PREMIUM_B,M,1
15/07/2022,CAMISETAS,T-SHIRT PREMIUM_B,XL,1
15/07/2022,CHAQUETAS,CHAQUETA_M,XS,1
15/07/2022,JEANS,JEGGIN,14,1
15/07/2022,JEANS,JEGGIN,16,2
15/07/2022,JEANS,JEGGIN,6,1
15/07/2022,JEANS,JEGGIN AZUL OSCURO,8,1
15/07/2022,JEANS,MAGIC,10,1
15/07/2022,JEANS,MOM,6X29,1
15/07/2022,JEANS,MOM,8X29,1
15/07/2022,JEANS,REGULAR,30,1
15/07/2022,JEANS,REGULAR,34,1
15/07/2022,JEANS,SKINY,10,1
15/07/2022,JEANS,SKINY,16,1
15/07/2022,JEANS,SKINY,6,1
15/07/2022,JEANS,SLIM,32X32,1
15/07/2022,JEANS,SLIM,34,1
15/07/2022,JEANS,SLIM,36,1
15/07/2022,JEANS,STRAIGHT,7,1
15/07/2022,JEANS,SUPER SLIM,32,1
15/07/2022,JEANS,SUPER SLIM,38,1
15/07/2022,JOGGER,JOGGER_H,34X32,1
15/07/2022,JOGGER,JOGGER_H,36X32,1
15/07/2022,JOGGER,JOGGER_M,16,1
15/07/2022,PANTALON COLOR,JEGGIN COLOR,10,1
15/07/2022,PANTALON COLOR,JEGGIN COLOR,12,1
15/07/2022,PANTALON COLOR,JEGGIN COLOR,12,2
15/07/2022,PANTALON COLOR,JEGGIN COLOR,16,1
15/07/2022,PANTALON COLOR,JEGGIN COLOR,8,1
15/07/2022,PANTALON COLOR,PAPER BAG,10,1
15/07/2022,PANTALON COLOR,SKINY NEGRO MATE,10X29,2
15/07/2022,PANTALON COLOR,SKINY NEGRO MATE,12X29,1
15/07/2022,PANTALON COLOR,SLIM COLOR,32X32,1
15/07/2022,PANTALON COLOR,SLIM COLOR,34X32,1
15/07/2022,POLOS,POLO,S,1
15/07/2022,POLOS,POLO,XL,1
15/07/2022,POLOS,POLO,XXL,1
15/07/2022,POLOS,POLO_B,L,1
14/07/2022,BLUSAS,MANGA_CORTA_M,M,1
14/07/2022,BLUSAS,MANGA_CORTA_M,XS,1
14/07/2022,BLUSAS,MANGA_LARGA_M,L,1
14/07/2022,BLUSAS,MANGA_LARGA_M,S,1
14/07/2022,BLUSAS,MANGA_SISA,M,1
14/07/2022,BUSOS,BUSO_H,M,1
14/07/2022,CAMIBUSOS,CAMIBUSO,XL,1
14/07/2022,CAMISAS,MANGA_CORTA_H,L,1
14/07/2022,CAMISAS,MANGA_CORTA_H,M,1
14/07/2022,CAMISAS,MANGA_LARGA_H,L,1
14/07/2022,CAMISAS,MANGA_LARGA_H,S,1
14/07/2022,CAMISAS,MANGA_LARGA_H,XXL,1
14/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,XS,1
14/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,XS,2
14/07/2022,CAMISETAS,T-SHIRT,M,1
14/07/2022,CAMISETAS,T-SHIRT,S,1
14/07/2022,CAMISETAS,T-SHIRT,XL,1
14/07/2022,CAMISETAS,T-SHIRT PREMIUM_B,M,1
14/07/2022,CHAQUETAS,CHAQUETA_M,S,1
14/07/2022,JEANS,CULOTTE,8,1
14/07/2022,JEANS,CULOTTE PREMIUM,6,1
14/07/2022,JEANS,JEGGIN,14,1
14/07/2022,JEANS,JEGGIN,16,1
14/07/2022,JEANS,JEGGIN,8,1
14/07/2022,JEANS,JEGGIN AZUL OSCURO,10,1
14/07/2022,JEANS,MAGIC,10,1
14/07/2022,JEANS,MAGIC,8,1
14/07/2022,JEANS,REGULAR,34,1
14/07/2022,JEANS,REGULAR,36,1
14/07/2022,JEANS,SKINY,12,1
14/07/2022,JEANS,SKINY,8,1
14/07/2022,JEANS,SKINY,9,1
14/07/2022,JEANS,SLIM,30,1
14/07/2022,JEANS,SLIM,31,1
14/07/2022,JEANS,SLIM,32,1
14/07/2022,JEANS,SLIM,36,1
14/07/2022,JEANS,SLIM,38,1
14/07/2022,JEANS,SLIM VERDOSO,34X32,1
14/07/2022,JEANS,STRAIGHT,8,1
14/07/2022,JEANS,SUPER SLIM,30,1
14/07/2022,JEANS,SUPER SLIM,32,1
14/07/2022,JEANS,SUPER SLIM,34,1
14/07/2022,JOGGER,JOGGER_H,32X32,1
14/07/2022,JOGGER,JOGGER_H,36X32,1
14/07/2022,JOGGER,JOGGER_H,40X32,1
14/07/2022,JOGGER,JOGGER_M,10,1
14/07/2022,JOGGER,JOGGER_M,8,1
14/07/2022,JOGGER,JOGGER_M,8,4
14/07/2022,PANTALON COLOR,JEGGIN COLOR,10,1
14/07/2022,PANTALON COLOR,JEGGIN NEGRO MATE,6X29,1
14/07/2022,PANTALON COLOR,PAPER BAG,8,1
14/07/2022,PANTALON COLOR,SLIM COLOR,30X32,1
14/07/2022,PANTALON COLOR,SLIM COLOR,32X32,1
14/07/2022,PANTALON COLOR,SLIM COLOR,34X32,1
14/07/2022,POLOS,POLO,L,1
13/07/2022,BLUSAS,MANGA_CORTA_M,L,1
13/07/2022,BLUSAS,MANGA_CORTA_M,M,1
13/07/2022,BLUSAS,MANGA_SISA,M,1
13/07/2022,BLUSAS,MANGA_SISA,XL,1
13/07/2022,BUSOS,BUSO_H,M,1
13/07/2022,BUSOS,BUSO_H,S,1
13/07/2022,BUSOS,BUSO_H,XXL,1
13/07/2022,CAMIBUSOS,CAMIBUSO,L,1
13/07/2022,CAMISAS,MANGA_CORTA_H,XXL,1
13/07/2022,CAMISAS,MANGA_LARGA_H,L,1
13/07/2022,CAMISAS,MANGA_LARGA_H,M,1
13/07/2022,CAMISAS,MANGA_LARGA_H,XL,1
13/07/2022,CAMISAS,MANGA_LARGA_H,XXL,1
13/07/2022,CAMISAS,MANGA_LARGA_H_B,M,1
13/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,L,1
13/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,XL,1
13/07/2022,JEANS,CULOTTE,10,1
13/07/2022,JEANS,CULOTTE,8,1
13/07/2022,JEANS,FLARE,14,1
13/07/2022,JEANS,JEGGIN,10,1
13/07/2022,JEANS,JEGGIN,16,1
13/07/2022,JEANS,JEGGIN AZUL OSCURO,12,1
13/07/2022,JEANS,JEGGIN AZUL OSCURO,8,1
13/07/2022,JEANS,MOM,12,1
13/07/2022,JEANS,SKINY,12,1
13/07/2022,JEANS,SKINY,16,1
13/07/2022,JEANS,SKINY,8,1
13/07/2022,JEANS,SLIM,30,1
13/07/2022,JEANS,SLIM,33,1
13/07/2022,JEANS,SLIM,36,1
13/07/2022,JEANS,SLIM NEGRO MATE,32X32,1
13/07/2022,JEANS,SLIM NEGRO MATE,33X32,2
13/07/2022,JEANS,SLIM NEGRO MATE,38X32,1
13/07/2022,JEANS,STRAIGHT,12,1
13/07/2022,JEANS,SUPER SLIM,32,1
13/07/2022,JEANS,SUPER SLIM,34,1
13/07/2022,JOGGER,JOGGER_H,32X32,1
13/07/2022,JOGGER,JOGGER_H,34X32,1
13/07/2022,JOGGER,JOGGER_M,10,1
13/07/2022,JOGGER,JOGGER_M,14,2
13/07/2022,JOGGER,JOGGER_M,8,1
13/07/2022,PANTALON COLOR,JEGGIN COLOR,9,1
13/07/2022,PANTALON COLOR,JEGGIN NEGRO MATE,12X29,1
13/07/2022,PANTALON COLOR,JEGGIN NEGRO MATE,9X29,1
13/07/2022,PANTALON COLOR,PAPER BAG,10,1
13/07/2022,PANTALON COLOR,PAPER BAG,12,1
13/07/2022,PANTALON COLOR,SLIM COLOR,32X32,1
13/07/2022,PANTALON COLOR,SLIM COLOR,34X32,1
13/07/2022,PANTALON COLOR,SLIM COLOR,36X32,1
13/07/2022,POLOS,POLO,L,1
13/07/2022,POLOS,POLO_B,L,1
13/07/2022,POLOS,POLO_B,XXL,1
13/07/2022,SHORT,PAPER SHORT,10,1
13/07/2022,SHORT,PAPER SHORT,8,1
09/07/2022,BLUSAS,MANGA_CORTA_M,M,1
09/07/2022,BLUSAS,MANGA_CORTA_M,S,1
09/07/2022,BLUSAS,MANGA_SISA,M,1
09/07/2022,BUSOS,BUSO_M,S,1
09/07/2022,CAMISAS,MANGA_CORTA_H,L,1
09/07/2022,CAMISAS,MANGA_CORTA_H,XL,1
09/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,L,1
09/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,S,1
09/07/2022,CAMISETAS,T-SHIRT,M,1
09/07/2022,CAMISETAS,T-SHIRT PREMIUM_B,M,1
09/07/2022,JEANS,CULOTTE,8,1
09/07/2022,JEANS,FLARE,6,1
09/07/2022,JEANS,JEGGIN,10,1
09/07/2022,JEANS,JEGGIN,12,1
09/07/2022,JEANS,JEGGIN,14,1
09/07/2022,JEANS,JEGGIN,6,1
09/07/2022,JEANS,JEGGIN,9,1
09/07/2022,JEANS,JEGGIN AZUL OSCURO,10,1
09/07/2022,JEANS,MOM,14,1
09/07/2022,JEANS,MOM,8,1
09/07/2022,JEANS,MOM FLARED,6,1
09/07/2022,JEANS,REGULAR,31,1
09/07/2022,JEANS,SKINY,10,2
09/07/2022,JEANS,SKINY,16,1
09/07/2022,JEANS,SLIM,31,1
09/07/2022,JEANS,SLIM,33,1
09/07/2022,JEANS,SLIM,34,1
09/07/2022,JEANS,SLIM,40,1
09/07/2022,JEANS,SLIM NEGRO MATE,38X32,1
09/07/2022,JEANS,STRAIGHT,12,1
09/07/2022,JOGGER,JOGGER_H,32X32,1
09/07/2022,JOGGER,JOGGER_H,34X32,1
09/07/2022,JOGGER,JOGGER_H,38X32,1
09/07/2022,JOGGER,JOGGER_M,16,1
09/07/2022,PANTALON COLOR,JEGGIN COLOR,12,1
09/07/2022,PANTALON COLOR,JEGGIN COLOR,16,1
09/07/2022,PANTALON COLOR,SKINY NEGRO MATE,10X29,1
09/07/2022,PANTALON COLOR,SKINY NEGRO MATE,6X29,1
09/07/2022,PANTALON COLOR,SLIM COLOR,31X32,1
09/07/2022,PANTALON COLOR,SLIM COLOR,33X32,1
09/07/2022,PANTALON COLOR,SLIM COLOR,34X32,1
09/07/2022,PANTALON COLOR,SLIM COLOR,38X32,1
09/07/2022,PANTALON COLOR,SLIM COLOR CHINO,34,1
09/07/2022,POLOS,POLO,L,1
09/07/2022,POLOS,POLO,M,1
09/07/2022,POLOS,POLO,M,2
09/07/2022,POLOS,POLO,XL,1
09/07/2022,POLOS,POLO BOLSILLO,S,1
09/07/2022,POLOS,POLO CUELLO NERU,M,1
09/07/2022,POLOS,POLO CUELLO NERU_B,XL,1
09/07/2022,POLOS,POLO_B,L,1
09/07/2022,POLOS,POLO_B,L,2
09/07/2022,POLOS,POLO_B,M,2
08/07/2022,BLUSAS,MANGA_CORTA_M,S,1
08/07/2022,BLUSAS,MANGA_LARGA_M,L,1
08/07/2022,BLUSAS,MANGA_LARGA_M,XL,1
08/07/2022,BLUSAS,MANGA_LARGA_M_B,XS,1
08/07/2022,BLUSAS,MANGA_SISA,M,1
08/07/2022,BLUSAS,MANGA_SISA,S,1
08/07/2022,BLUSAS,MANGA_SISA,XL,1
08/07/2022,BLUSAS,MANGA_SISA,XS,1
08/07/2022,CAMISAS,MANGA_CORTA_H,S,1
08/07/2022,CAMISAS,MANGA_CORTA_H,XL,1
08/07/2022,CAMISAS,MANGA_CORTA_H_B,L,1
08/07/2022,CAMISAS,MANGA_CORTA_H_B,S,1
08/07/2022,CAMISAS,MANGA_LARGA_H,M,1
08/07/2022,CAMISAS,MANGA_LARGA_H,XL,1
08/07/2022,CAMISETAS,CAMISETA MANGA LARGA,L,1
08/07/2022,CAMISETAS,CAMISETA MANGA LARGA,M,1
08/07/2022,CAMISETAS,CAMISETA MANGA LARGA,S,1
08/07/2022,CAMISETAS,CAMISETA MANGA LARGA,XL,1
08/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,L,1
08/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,XL,1
08/07/2022,CAMISETAS,T-SHIRT,L,1
08/07/2022,CAMISETAS,T-SHIRT,M,1
08/07/2022,CAMISETAS,T-SHIRT,S,1
08/07/2022,CAMISETAS,T-SHIRT PREMIUM,L,1
08/07/2022,CAMISETAS,T-SHIRT PREMIUM,M,1
08/07/2022,CAMISETAS,T-SHIRT PREMIUM,S,1
08/07/2022,CAMISETAS,T-SHIRT PREMIUM_B,M,1
08/07/2022,CAMISETAS,T-SHIRT PREMIUM_B,S,1
08/07/2022,CHAQUETAS,CHAQUETA_M,M,1
08/07/2022,CHAQUETAS,CHAQUETA_M,S,1
08/07/2022,CORREAS,CORREA,38,2
08/07/2022,JEANS,CULOTTE,10,1
08/07/2022,JEANS,CULOTTE,14,1
08/07/2022,JEANS,CULOTTE,8,1
08/07/2022,JEANS,FLARE,10,1
08/07/2022,JEANS,FLARE,12,1
08/07/2022,JEANS,FLARE,8,2
08/07/2022,JEANS,JEGGIN,6,1
08/07/2022,JEANS,JEGGIN,8,1
08/07/2022,JEANS,JEGGIN,9,1
08/07/2022,JEANS,JEGGIN AZUL OSCURO,10,1
08/07/2022,JEANS,JEGGIN AZUL OSCURO,12,1
08/07/2022,JEANS,JEGGIN AZUL OSCURO,7,1
08/07/2022,JEANS,JEGGIN AZUL OSCURO,8,1
08/07/2022,JEANS,MOM,12,1
08/07/2022,JEANS,MOM,6,1
08/07/2022,JEANS,MOM,8,1
08/07/2022,JEANS,PALAZZO,10,1
08/07/2022,JEANS,REGULAR,30,1
08/07/2022,JEANS,REGULAR,31,1
08/07/2022,JEANS,REGULAR,34,1
08/07/2022,JEANS,REGULAR,36,2
08/07/2022,JEANS,SKINY,12,1
08/07/2022,JEANS,SKINY,6,1
08/07/2022,JEANS,SKINY,7,1
08/07/2022,JEANS,SKINY,8,1
08/07/2022,JEANS,SLIM,31,1
08/07/2022,JEANS,SLIM,32,1
08/07/2022,JEANS,SLIM,33,1
08/07/2022,JEANS,SLIM,33,2
08/07/2022,JEANS,SLIM,34,2
08/07/2022,JEANS,SLIM,34X32,1
08/07/2022,JEANS,SLIM,36,1
08/07/2022,JEANS,SLIM,36X32,1
08/07/2022,JEANS,SLIM,38,1
08/07/2022,JEANS,SLIM NEGRO MATE,32X32,1
08/07/2022,JEANS,SLIM NEGRO MATE,36X32,1
08/07/2022,JEANS,SLIM NEGRO MATE,38X32,1
08/07/2022,JEANS,SLIM VERDOSO,34X32,1
08/07/2022,JEANS,STRAIGHT,14,1
08/07/2022,JEANS,STRAIGHT,9,1
08/07/2022,JEANS,SUPER SLIM,32,1
08/07/2022,JEANS,SUPER SLIM,34,1
08/07/2022,JEANS,SUPER SLIM,34,2
08/07/2022,JOGGER,JOGGER_H,32X32,1
08/07/2022,JOGGER,JOGGER_H,34X32,1
08/07/2022,JOGGER,JOGGER_H,38X32,1
08/07/2022,JOGGER,JOGGER_M,10,1
08/07/2022,JOGGER,JOGGER_M,8,1
08/07/2022,PANTALON COLOR,JEGGIN COLOR,7,1
08/07/2022,PANTALON COLOR,JEGGIN COLOR,8,1
08/07/2022,PANTALON COLOR,JEGGIN NEGRO MATE,12X29,2
08/07/2022,PANTALON COLOR,JEGGIN NEGRO MATE,16X29,2
08/07/2022,PANTALON COLOR,PAPER BAG,10,1
08/07/2022,PANTALON COLOR,PAPER BAG,14,1
08/07/2022,PANTALON COLOR,PAPER CARGO,10,1
08/07/2022,PANTALON COLOR,SKINY NEGRO MATE,7X29,1
08/07/2022,PANTALON COLOR,SLIM COLOR,40X32,1
08/07/2022,PANTALON COLOR,SLIM COLOR CHINO,30,1
08/07/2022,PANTALON COLOR,SLIM COLOR CHINO,34,1
08/07/2022,POLOS,POLO,L,1
08/07/2022,POLOS,POLO,M,1
08/07/2022,POLOS,POLO,S,1
08/07/2022,POLOS,POLO,XXL,1
08/07/2022,POLOS,POLO BOLSILLO,M,1
08/07/2022,POLOS,POLO BOLSILLO,XL,1
08/07/2022,POLOS,POLO CUELLO NERU,XL,1
08/07/2022,POLOS,POLO_B,S,1
08/07/2022,POLOS,POLO_B,XXL,1
08/07/2022,VESTIDOS,VESTIDOS,M,1
07/07/2022,BLUSAS,MANGA_LARGA_M,S,1
07/07/2022,BLUSAS,MANGA_LARGA_M_B,L,1
07/07/2022,BLUSAS,MANGA_LARGA_M_B,XL,1
07/07/2022,BLUSAS,MANGA_SISA,L,1
07/07/2022,BLUSAS,MANGA_SISA,M,1
07/07/2022,BUSOS,BUSO_H,M,1
07/07/2022,BUSOS,BUSO_H,XL,1
07/07/2022,BUSOS,BUSO_H,XXL,1
07/07/2022,CAMIBUSOS,CAMIBUSO,M,1
07/07/2022,CAMIBUSOS,CAMIBUSO,XL,1
07/07/2022,CAMIBUSOS,CAMIBUSO,XXL,1
07/07/2022,CAMISAS,MANGA_CORTA_H,M,1
07/07/2022,CAMISAS,MANGA_LARGA_H,XXL,1
07/07/2022,CAMISETAS,CAMISETA MANGA LARGA,L,1
07/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,L,1
07/07/2022,CAMISETAS,CAMISETA_MANGA_CORTA,M,1
07/07/2022,CAMISETAS,T-SHIRT,L,1
07/07/2022,CAMISETAS,T-SHIRT,XL,1
07/07/2022,CAMISETAS,T-SHIRT PREMIUM_B,L,1
07/07/2022,CAMISETAS,T-SHIRT PREMIUM_B,XL,1
07/07/2022,CHAQUETAS,CHAQUETA_H,S,2
07/07/2022,JEANS,CULOTTE,6,1
07/07/2022,JEANS,FLARE,10,1
07/07/2022,JEANS,JEGGIN,10,1
07/07/2022,JEANS,JEGGIN,12,1
07/07/2022,JEANS,JEGGIN,14,1
07/07/2022,JEANS,MAGIC,12,1
07/07/2022,JEANS,MOM,14X29,1
07/07/2022,JEANS,REGULAR,34,1
07/07/2022,JEANS,SKINY,10,1
07/07/2022,JEANS,SLIM,30,1
07/07/2022,JEANS,SLIM,31,1
07/07/2022,JEANS,SLIM,32,1
07/07/2022,JEANS,SLIM,32,2
07/07/2022,JEANS,SLIM,34,1
07/07/2022,JEANS,SLIM,34,3
07/07/2022,JEANS,SLIM,38,1
07/07/2022,JEANS,SLIM NEGRO MATE,33X32,1
07/07/2022,JEANS,SLIM VERDOSO,34X32,1
07/07/2022,JEANS,STRAIGHT,10,1
07/07/2022,JEANS,SUPER SLIM,32,1
07/07/2022,JEANS,SUPER SLIM,34,1
07/07/2022,JEANS,SUPER SLIM,36,1
07/07/2022,JEANS,SUPER SLIM,38,1
07/07/2022,JOGGER,JOGGER_H,30X32,1
07/07/2022,JOGGER,JOGGER_H,38X32,1
07/07/2022,JOGGER,JOGGER_M,10,1
07/07/2022,JOGGER,JOGGER_M,10,2
07/07/2022,JOGGER,JOGGER_M,12,2
07/07/2022,JOGGER,JOGGER_M,14,1
07/07/2022,JOGGER,JOGGER_M,6,1
07/07/2022,JOGGER,JOGGER_M,8,1
07/07/2022,JOGGER,JOGGER_M,8,3
07/07/2022,PANTALON COLOR,JEGGIN COLOR,6,1
07/07/2022,PANTALON COLOR,JEGGIN COLOR,7,1
07/07/2022,PANTALON COLOR,JEGGIN NEGRO MATE,10X29,2
07/07/2022,PANTALON COLOR,JEGGIN NEGRO MATE,14X29,1
07/07/2022,PANTALON COLOR,JEGGIN NEGRO MATE,7X29,1
07/07/2022,PANTALON COLOR,SKINY NEGRO ENCERADO,10X29,1
07/07/2022,PANTALON COLOR,SLIM COLOR,30X32,1
07/07/2022,PANTALON COLOR,SLIM COLOR,36X32,1
07/07/2022,POLOS,POLO,L,1
07/07/2022,POLOS,POLO,M,1
