SEMANA,TIENDA,PRENDA,UNIDADES
28,PUERTA DEL NTE,BLUSAS,37
28,PUERTA DEL NTE,BUSOS,4
28,PUERTA DEL NTE,CAMIBUSOS,8
28,PUERTA DEL NTE,CAMISAS,44
28,PUERTA DEL NTE,CAMISETAS,45
28,PUERTA DEL NTE,CHAQUETAS,8
28,PUERTA DEL NTE,CORREAS,5
28,PUERTA DEL NTE,JEANS,184
28,PUERTA DEL NTE,JOGGER,26
28,PUERTA DEL NTE,PANTALON COLOR,59
28,PUERTA DEL NTE,POLOS,27
28,PUERTA DEL NTE,SHORT,3
28,PUERTA DEL NTE,TAPABOCAS,7
28,PUERTA DEL NTE,VESTIDOS,2
28,RIONEGRO,BLUSAS,31
28,RIONEGRO,BUSOS,5
28,RIONEGRO,CAMIBUSOS,12
28,RIONEGRO,CAMISAS,66
28,RIONEGRO,CAMISETAS,53
28,RIONEGRO,CHAQUETAS,10
28,RIONEGRO,CORREAS,5
28,RIONEGRO,JEANS,261
28,RIONEGRO,JOGGER,35
28,RIONEGRO,PANTALON COLOR,92
28,RIONEGRO,POLOS,35
28,RIONEGRO,SHORT,6
28,RIONEGRO,TAPABOCAS,8
28,RIONEGRO,VESTIDOS,3
28,RIONEGRO PARQUE,BLUSAS,11
28,RIONEGRO PARQUE,BUSOS,6
28,RIONEGRO PARQUE,CAMIBUSOS,4
28,RIONEGRO PARQUE,CAMISAS,10
28,RIONEGRO PARQUE,CAMISETAS,20
28,RIONEGRO PARQUE,CHAQUETAS,5
28,RIONEGRO PARQUE,CORREAS,1
28,RIONEGRO PARQUE,JEANS,44
28,RIONEGRO PARQUE,JOGGER,9
28,RIONEGRO PARQUE,PANTALON COLOR,11
28,RIONEGRO PARQUE,POLOS,13
28,RIONEGRO PARQUE,SHORT,2
28,TERMINAL DEL NORTE,BLUSAS,31
28,TERMINAL DEL NORTE,BUSOS,7
28,TERMINAL DEL NORTE,CAMIBUSOS,9
28,TERMINAL DEL NORTE,CAMISAS,37
28,TERMINAL DEL NORTE,CAMISETAS,62
28,TERMINAL DEL NORTE,CHAQUETAS,7
28,TERMINAL DEL NORTE,CORREAS,4
28,TERMINAL DEL NORTE,JEANS,143
28,TERMINAL DEL NORTE,JOGGER,19
28,TERMINAL DEL NORTE,PANTALON COLOR,59
28,TERMINAL DEL NORTE,POLOS,23
28,TERMINAL DEL NORTE,SHORT,3
28,TERMINAL DEL NORTE,TAPABOCAS,2
28,TERMINAL DEL NORTE,VESTIDOS,1
28,VIVA ENVIGADO,BERMUDA,3
28,VIVA ENVIGADO,BLUSAS,26
28,VIVA ENVIGADO,BUSOS,5
28,VIVA ENVIGADO,CAMIBUSOS,5
28,VIVA ENVIGADO,CAMISAS,35
28,VIVA ENVIGADO,CAMISETAS,36
28,VIVA ENVIGADO,CHAQUETAS,4
28,VIVA ENVIGADO,CORREAS,1
28,VIVA ENVIGADO,JEANS,176
28,VIVA ENVIGADO,JOGGER,23
28,VIVA ENVIGADO,PANTALON COLOR,66
28,VIVA ENVIGADO,POLOS,21
28,VIVA ENVIGADO,SHORT,5
28,VIVA ENVIGADO,TAPABOCAS,11
28,VIVA ENVIGADO,VESTIDOS,1
29,ARKADIA,BERMUDA,2
29,ARKADIA,BLUSAS,11
29,ARKADIA,BUSOS,4
29,ARKADIA,CAMIBUSOS,3
29,ARKADIA,CAMISAS,20
29,ARKADIA,CAMISETAS,19
29,ARKADIA,CHAQUETAS,2
29,ARKADIA,JEANS,83
29,ARKADIA,JOGGER,16
29,ARKADIA,PANTALON COLOR,25
29,ARKADIA,POLOS,12
29,ARKADIA,SHORT,2
29,ARKADIA,TAPABOCAS,4
29,ARKADIA,VESTIDOS,2
29,CAMINO REAL,BLUSAS,20
29,CAMINO REAL,BUSOS,8
29,CAMINO REAL,CAMIBUSOS,7
29,CAMINO REAL,CAMISAS,20
29,CAMINO REAL,CAMISETAS,33
29,CAMINO REAL,CHAQUETAS,4
29,CAMINO REAL,CORREAS,3
29,CAMINO REAL,JEANS,78
29,CAMINO REAL,JOGGER,25
29,CAMINO REAL,PANTALON COLOR,27
29,CAMINO REAL,POLOS,25
29,CAMINO REAL,SHORT,5
29,CAMINO REAL,VESTIDOS,3
29,COMPRETEX ECOMMERCE,BLUSAS,28
29,COMPRETEX ECOMMERCE,BUSOS,7
29,COMPRETEX ECOMMERCE,CAMIBUSOS,14
29,COMPRETEX ECOMMERCE,CAMISAS,27
29,COMPRETEX ECOMMERCE,CAMISETAS,63
29,COMPRETEX ECOMMERCE,CHAQUETAS,6
29,COMPRETEX ECOMMERCE,CORREAS,1
29,COMPRETEX ECOMMERCE,JEANS,221
29,COMPRETEX ECOMMERCE,JOGGER,68
29,COMPRETEX ECOMMERCE,PANTALON COLOR,37
29,COMPRETEX ECOMMERCE,POLOS,18
29,COMPRETEX ECOMMERCE,SHORT,2
29,COMPRETEX ECOMMERCE,TAPABOCAS,14
29,COMPRETEX ECOMMERCE,VESTIDOS,5
29,GUAYABAL,BERMUDA,1
29,GUAYABAL,BLUSAS,28
29,GUAYABAL,BUSOS,5
29,GUAYABAL,CAMIBUSOS,5
29,GUAYABAL,CAMISAS,28
29,GUAYABAL,CAMISETAS,37
29,GUAYABAL,CHAQUETAS,5
29,GUAYABAL,CORREAS,4
29,GUAYABAL,JEANS,169
29,GUAYABAL,JOGGER,18
29,GUAYABAL,PANTALON COLOR,44
29,GUAYABAL,POLOS,20
29,GUAYABAL,SHORT,1
29,GUAYABAL,TAPABOCAS,7
29,GUAYABAL,VESTIDOS,1
29,LA CENTRAL,BLUSAS,17
29,LA CENTRAL,BUSOS,5
29,LA CENTRAL,CAMIBUSOS,6
29,LA CENTRAL,CAMISAS,20
29,LA CENTRAL,CAMISETAS,26
29,LA CENTRAL,CHAQUETAS,3
29,LA CENTRAL,CORREAS,1
29,LA CENTRAL,JEANS,104
29,LA CENTRAL,JOGGER,15
29,LA CENTRAL,PANTALON COLOR,31
29,LA CENTRAL,POLOS,12
29,LA CENTRAL,SHORT,1
29,LA CENTRAL,TAPABOCAS,2
29,MARINILLA,BLUSAS,12
29,MARINILLA,BUSOS,5
29,MARINILLA,CAMIBUSOS,3
29,MARINILLA,CAMISAS,17
29,MARINILLA,CAMISETAS,17
29,MARINILLA,CHAQUETAS,3
29,MARINILLA,CORREAS,2
29,MARINILLA,JEANS,80
29,MARINILLA,JOGGER,8
29,MARINILLA,PANTALON COLOR,18
29,MARINILLA,POLOS,11
29,MAYORCA 1,BLUSAS,7
29,MAYORCA 1,BUSOS,1
29,MAYORCA 1,CAMIBUSOS,3
29,MAYORCA 1,CAMISAS,14
29,MAYORCA 1,CAMISETAS,16
29,MAYORCA 1,CHAQUETAS,3
29,MAYORCA 1,CORREAS,5
29,MAYORCA 1,JEANS,58
29,MAYORCA 1,JOGGER,17
29,MAYORCA 1,PANTALON COLOR,12
29,MAYORCA 1,POLOS,4
29,MAYORCA 1,SHORT,1
29,MAYORCA 1,TAPABOCAS,6
29,MAYORCA 1,VESTIDOS,3
29,MAYORCA 2,BLUSAS,22
29,MAYORCA 2,BUSOS,5
29,MAYORCA 2,CAMIBUSOS,11
29,MAYORCA 2,CAMISAS,43
29,MAYORCA 2,CAMISETAS,35
29,MAYORCA 2,CHAQUETAS,4
29,MAYORCA 2,CORREAS,3
29,MAYORCA 2,JEANS,185
29,MAYORCA 2,JOGGER,24
29,MAYORCA 2,PANTALON COLOR,59
29,MAYORCA 2,POLOS,22
29,MAYORCA 2,SHORT,2
29,MAYORCA 2,TAPABOCAS,3
29,MAYORCA 2,VESTIDOS,1
29,MOLINOS 1,BERMUDA,11
29,MOLINOS 1,BLUSAS,33
29,MOLINOS 1,BUSOS,10
29,MOLINOS 1,CAMIBUSOS,11
29,MOLINOS 1,CAMISAS,58
29,MOLINOS 1,CAMISETAS,51
29,MOLINOS 1,CHAQUETAS,6
29,MOLINOS 1,CORREAS,2
29,MOLINOS 1,JEANS,272
29,MOLINOS 1,JOGGER,44
29,MOLINOS 1,PANTALON COLOR,98
29,MOLINOS 1,POLOS,25
29,MOLINOS 1,SHORT,6
29,MOLINOS 1,TAPABOCAS,4
29,MOLINOS 1,VESTIDOS,3
29,PARQUE LA CEJA,BERMUDA,1
29,PARQUE LA CEJA,BLUSAS,21
29,PARQUE LA CEJA,BUSOS,5
29,PARQUE LA CEJA,CAMIBUSOS,6
29,PARQUE LA CEJA,CAMISAS,36
29,PARQUE LA CEJA,CAMISETAS,22
29,PARQUE LA CEJA,CHAQUETAS,7
29,PARQUE LA CEJA,CORREAS,2
29,PARQUE LA CEJA,JEANS,113
29,PARQUE LA CEJA,JOGGER,14
29,PARQUE LA CEJA,PANTALON COLOR,42
29,PARQUE LA CEJA,POLOS,23
29,PARQUE LA CEJA,SHORT,1
29,PARQUE LA CEJA,TAPABOCAS,3
29,PARQUE LA CEJA,VESTIDOS,1
29,PLAZA FABRICATO,BLUSAS,23
29,PLAZA FABRICATO,BUSOS,6
29,PLAZA FABRICATO,CAMIBUSOS,9
29,PLAZA FABRICATO,CAMISAS,30
29,PLAZA FABRICATO,CAMISETAS,29
29,PLAZA FABRICATO,CHAQUETAS,5
29,PLAZA FABRICATO,CORREAS,1
29,PLAZA FABRICATO,JEANS,113
29,PLAZA FABRICATO,JOGGER,18
29,PLAZA FABRICATO,PANTALON COLOR,32
29,PLAZA FABRICATO,POLOS,10
29,PLAZA FABRICATO,VESTIDOS,4
29,PREMIUM PLAZA,BLUSAS,14
29,PREMIUM PLAZA,BUSOS,2
29,PREMIUM PLAZA,CAMIBUSOS,5
29,PREMIUM PLAZA,CAMISAS,32
29,PREMIUM PLAZA,CAMISETAS,28
29,PREMIUM PLAZA,CHAQUETAS,4
29,PREMIUM PLAZA,CORREAS,9
29,PREMIUM PLAZA,JEANS,115
29,PREMIUM PLAZA,JOGGER,12
29,PREMIUM PLAZA,PANTALON COLOR,50
29,PREMIUM PLAZA,POLOS,16
29,PREMIUM PLAZA,SHORT,1
29,PREMIUM PLAZA,TAPABOCAS,2
29,PREMIUM PLAZA,VESTIDOS,3
29,PUERTA DEL NTE,BERMUDA,3
29,PUERTA DEL NTE,BLUSAS,28
29,PUERTA DEL NTE,BUSOS,6
29,PUERTA DEL NTE,CAMIBUSOS,7
29,PUERTA DEL NTE,CAMISAS,30
29,PUERTA DEL NTE,CAMISETAS,34
29,PUERTA DEL NTE,CHAQUETAS,7
29,PUERTA DEL NTE,CORREAS,5
29,PUERTA DEL NTE,JEANS,162
29,PUERTA DEL NTE,JOGGER,28
29,PUERTA DEL NTE,PANTALON COLOR,45
29,PUERTA DEL NTE,POLOS,21
29,PUERTA DEL NTE,SHORT,3
29,PUERTA DEL NTE,TAPABOCAS,6
29,PUERTA DEL NTE,VESTIDOS,2
29,RIONEGRO,BERMUDA,8
29,RIONEGRO,BLUSAS,36
29,RIONEGRO,BUSOS,9
29,RIONEGRO,CAMIBUSOS,6
29,RIONEGRO,CAMISAS,57
29,RIONEGRO,CAMISETAS,41
29,RIONEGRO,CHAQUETAS,5
29,RIONEGRO,CORREAS,7
29,RIONEGRO,JEANS,219
29,RIONEGRO,JOGGER,30
29,RIONEGRO,PANTALON COLOR,74
29,RIONEGRO,POLOS,29
29,RIONEGRO,SHORT,5
29,RIONEGRO,TAPABOCAS,3
29,RIONEGRO,VESTIDOS,3
29,RIONEGRO PARQUE,BLUSAS,22
29,RIONEGRO PARQUE,BUSOS,9
29,RIONEGRO PARQUE,CAMIBUSOS,4
29,RIONEGRO PARQUE,CAMISAS,16
29,RIONEGRO PARQUE,CAMISETAS,18
29,RIONEGRO PARQUE,CHAQUETAS,4
29,RIONEGRO PARQUE,CORREAS,4
29,RIONEGRO PARQUE,JEANS,74
29,RIONEGRO PARQUE,JOGGER,20
29,RIONEGRO PARQUE,PANTALON COLOR,17
29,RIONEGRO PARQUE,POLOS,18
29,RIONEGRO PARQUE,SHORT,2
29,TERMINAL DEL NORTE,BLUSAS,22
29,TERMINAL DEL NORTE,BUSOS,5
29,TERMINAL DEL NORTE,CAMIBUSOS,9
29,TERMINAL DEL NORTE,CAMISAS,32
29,TERMINAL DEL NORTE,CAMISETAS,49
29,TERMINAL DEL NORTE,CHAQUETAS,3
29,TERMINAL DEL NORTE,CORREAS,1
29,TERMINAL DEL NORTE,JEANS,132
29,TERMINAL DEL NORTE,JOGGER,15
29,TERMINAL DEL NORTE,PANTALON COLOR,42
29,TERMINAL DEL NORTE,POLOS,22
29,TERMINAL DEL NORTE,SHORT,3
29,TERMINAL DEL NORTE,TAPABOCAS,2
29,TERMINAL DEL NORTE,VESTIDOS,1
29,VIVA ENVIGADO,BLUSAS,24
29,VIVA ENVIGADO,BUSOS,4
29,VIVA ENVIGADO,CAMIBUSOS,7
29,VIVA ENVIGADO,CAMISAS,34
29,VIVA ENVIGADO,CAMISETAS,31
29,VIVA ENVIGADO,CHAQUETAS,6
29,VIVA ENVIGADO,CORREAS,3
29,VIVA ENVIGADO,JEANS,156
29,VIVA ENVIGADO,JOGGER,21
29,VIVA ENVIGADO,PANTALON COLOR,58
29,VIVA ENVIGADO,POLOS,17
29,VIVA ENVIGADO,SHORT,6
29,VIVA ENVIGADO,TAPABOCAS,3
29,VIVA ENVIGADO,VESTIDOS,2
30,ARKADIA,BERMUDA,2
30,ARKADIA,BLUSAS,7
30,ARKADIA,BUSOS,2
30,ARKADIA,CAMIBUSOS,4
30,ARKADIA,CAMISAS,12
30,ARKADIA,CAMISETAS,15
30,ARKADIA,CHAQUETAS,2
30,ARKADIA,JEANS,66
30,ARKADIA,JOGGER,10
30,ARKADIA,PANTALON COLOR,33
30,ARKADIA,POLOS,11
30,ARKADIA,SHORT,2
30,ARKADIA,VESTIDOS,1
30,CAMINO REAL,BLUSAS,25
30,CAMINO REAL,BUSOS,5
30,CAMINO REAL,CAMIBUSOS,1
30,CAMINO REAL,CAMISAS,25
30,CAMINO REAL,CAMISETAS,41
30,CAMINO REAL,CHAQUETAS,5
30,CAMINO REAL,JEANS,69
30,CAMINO REAL,JOGGER,18
30,CAMINO REAL,PANTALON COLOR,24
30,CAMINO REAL,POLOS,14
30,CAMINO REAL,SHORT,3
30,CAMINO REAL,VESTIDOS,2
30,COMPRETEX ECOMMERCE,BLUSAS,35
30,COMPRETEX ECOMMERCE,BUSOS,6
30,COMPRETEX ECOMMERCE,CAMIBUSOS,10
30,COMPRETEX ECOMMERCE,CAMISAS,31
30,COMPRETEX ECOMMERCE,CAMISETAS,55
30,COMPRETEX ECOMMERCE,CHAQUETAS,7
30,COMPRETEX ECOMMERCE,CORREAS,1
30,COMPRETEX ECOMMERCE,JEANS,262
30,COMPRETEX ECOMMERCE,JOGGER,61
30,COMPRETEX ECOMMERCE,PANTALON COLOR,56
30,COMPRETEX ECOMMERCE,POLOS,24
30,COMPRETEX ECOMMERCE,SHORT,3
30,COMPRETEX ECOMMERCE,TAPABOCAS,27
30,COMPRETEX ECOMMERCE,VESTIDOS,5
30,GUAYABAL,BERMUDA,2
30,GUAYABAL,BLUSAS,20
30,GUAYABAL,BUSOS,3
30,GUAYABAL,CAMIBUSOS,3
30,GUAYABAL,CAMISAS,32
30,GUAYABAL,CAMISETAS,34
30,GUAYABAL,CHAQUETAS,6
30,GUAYABAL,CORREAS,5
30,GUAYABAL,JEANS,137
30,GUAYABAL,JOGGER,21
30,GUAYABAL,PANTALON COLOR,36
30,GUAYABAL,POLOS,23
30,GUAYABAL,SHORT,2
30,GUAYABAL,TAPABOCAS,2
30,GUAYABAL,VESTIDOS,2
30,LA CENTRAL,BLUSAS,16
30,LA CENTRAL,BUSOS,5
30,LA CENTRAL,CAMIBUSOS,8
30,LA CENTRAL,CAMISAS,32
30,LA CENTRAL,CAMISETAS,26
30,LA CENTRAL,CHAQUETAS,2
30,LA CENTRAL,CORREAS,3
30,LA CENTRAL,JEANS,100
30,LA CENTRAL,JOGGER,19
30,LA CENTRAL,PANTALON COLOR,41
30,LA CENTRAL,POLOS,12
30,LA CENTRAL,SHORT,3
30,LA CENTRAL,VESTIDOS,3
30,MARINILLA,BLUSAS,14
30,MARINILLA,BUSOS,5
30,MARINILLA,CAMIBUSOS,4
30,MARINILLA,CAMISAS,19
30,MARINILLA,CAMISETAS,16
30,MARINILLA,CHAQUETAS,2
30,MARINILLA,CORREAS,1
30,MARINILLA,JEANS,70
30,MARINILLA,JOGGER,8
30,MARINILLA,PANTALON COLOR,18
30,MARINILLA,POLOS,15
30,MARINILLA,TAPABOCAS,3
30,MARINILLA,VESTIDOS,2
30,MAYORCA 1,BLUSAS,12
30,MAYORCA 1,BUSOS,3
30,MAYORCA 1,CAMIBUSOS,2
30,MAYORCA 1,CAMISAS,12
30,MAYORCA 1,CAMISETAS,15
30,MAYORCA 1,CHAQUETAS,4
30,MAYORCA 1,CORREAS,2
30,MAYORCA 1,JEANS,69
30,MAYORCA 1,JOGGER,12
30,MAYORCA 1,PANTALON COLOR,22
30,MAYORCA 1,POLOS,7
30,MAYORCA 1,SHORT,1
30,MAYORCA 1,VESTIDOS,1
30,MAYORCA 2,BERMUDA,3
30,MAYORCA 2,BLUSAS,19
30,MAYORCA 2,BUSOS,5
30,MAYORCA 2,CAMIBUSOS,4
30,MAYORCA 2,CAMISAS,29
30,MAYORCA 2,CAMISETAS,26
30,MAYORCA 2,CHAQUETAS,4
30,MAYORCA 2,CORREAS,2
30,MAYORCA 2,JEANS,171
30,MAYORCA 2,JOGGER,20
30,MAYORCA 2,PANTALON COLOR,52
30,MAYORCA 2,POLOS,15
30,MAYORCA 2,SHORT,2
30,MAYORCA 2,VESTIDOS,1
30,MOLINOS 1,BERMUDA,3
30,MOLINOS 1,BLUSAS,38
30,MOLINOS 1,BUSOS,5
30,MOLINOS 1,CAMIBUSOS,13
30,MOLINOS 1,CAMISAS,54
30,MOLINOS 1,CAMISETAS,48
30,MOLINOS 1,CHAQUETAS,6
30,MOLINOS 1,CORREAS,4
30,MOLINOS 1,JEANS,247
30,MOLINOS 1,JOGGER,32
30,MOLINOS 1,PANTALON COLOR,76
30,MOLINOS 1,POLOS,28
30,MOLINOS 1,SHORT,7
30,MOLINOS 1,TAPABOCAS,5
30,MOLINOS 1,VESTIDOS,4
30,PARQUE LA CEJA,BLUSAS,21
30,PARQUE LA CEJA,BUSOS,4
30,PARQUE LA CEJA,CAMIBUSOS,5
30,PARQUE LA CEJA,CAMISAS,20
30,PARQUE LA CEJA,CAMISETAS,24
30,PARQUE LA CEJA,CHAQUETAS,2
30,PARQUE LA CEJA,CORREAS,2
30,PARQUE LA CEJA,JEANS,113
30,PARQUE LA CEJA,JOGGER,14
30,PARQUE LA CEJA,PANTALON COLOR,38
30,PARQUE LA CEJA,POLOS,18
30,PARQUE LA CEJA,SHORT,1
30,PARQUE LA CEJA,TAPABOCAS,3
30,PARQUE LA CEJA,VESTIDOS,1
30,PLAZA FABRICATO,BLUSAS,24
30,PLAZA FABRICATO,BUSOS,5
30,PLAZA FABRICATO,CAMIBUSOS,7
30,PLAZA FABRICATO,CAMISAS,39
30,PLAZA FABRICATO,CAMISETAS,17
30,PLAZA FABRICATO,CHAQUETAS,4
30,PLAZA FABRICATO,CORREAS,2
30,PLAZA FABRICATO,JEANS,112
30,PLAZA FABRICATO,JOGGER,15
30,PLAZA FABRICATO,PANTALON COLOR,48
30,PLAZA FABRICATO,POLOS,16
30,PLAZA FABRICATO,SHORT,1
30,PLAZA FABRICATO,VESTIDOS,1
30,PREMIUM PLAZA,BERMUDA,1
30,PREMIUM PLAZA,BLUSAS,14
30,PREMIUM PLAZA,BUSOS,3
30,PREMIUM PLAZA,CAMIBUSOS,4
30,PREMIUM PLAZA,CAMISAS,30
30,PREMIUM PLAZA,CAMISETAS,18
30,PREMIUM PLAZA,CHAQUETAS,6
30,PREMIUM PLAZA,CORREAS,6
30,PREMIUM PLAZA,JEANS,102
30,PREMIUM PLAZA,JOGGER,9
30,PREMIUM PLAZA,PANTALON COLOR,52
30,PREMIUM PLAZA,POLOS,10
30,PREMIUM PLAZA,SHORT,1
30,PREMIUM PLAZA,TAPABOCAS,1
30,PREMIUM PLAZA,VESTIDOS,2
30,PUERTA DEL NTE,BERMUDA,3
30,PUERTA DEL NTE,BLUSAS,28
30,PUERTA DEL NTE,BUSOS,5
30,PUERTA DEL NTE,CAMIBUSOS,6
30,PUERTA DEL NTE,CAMISAS,38
30,PUERTA DEL NTE,CAMISETAS,37
30,PUERTA DEL NTE,CHAQUETAS,4
30,PUERTA DEL NTE,CORREAS,3
30,PUERTA DEL NTE,JEANS,148
30,PUERTA DEL NTE,JOGGER,21
30,PUERTA DEL NTE,PANTALON COLOR,42
30,PUERTA DEL NTE,POLOS,14
30,PUERTA DEL NTE,SHORT,2
30,PUERTA DEL NTE,TAPABOCAS,2
30,PUERTA DEL NTE,VESTIDOS,2
30,RIONEGRO,BERMUDA,5
30,RIONEGRO,BLUSAS,36
30,RIONEGRO,BUSOS,4
30,RIONEGRO,CAMIBUSOS,8
30,RIONEGRO,CAMISAS,46
30,RIONEGRO,CAMISETAS,53
30,RIONEGRO,CHAQUETAS,8
30,RIONEGRO,CORREAS,6
30,RIONEGRO,JEANS,231
30,RIONEGRO,JOGGER,26
30,RIONEGRO,PANTALON COLOR,61
30,RIONEGRO,POLOS,27
30,RIONEGRO,SHORT,10
30,RIONEGRO,TAPABOCAS,9
30,RIONEGRO,VESTIDOS,1
30,RIONEGRO PARQUE,BLUSAS,17
30,RIONEGRO PARQUE,BUSOS,5
30,RIONEGRO PARQUE,CAMIBUSOS,7
30,RIONEGRO PARQUE,CAMISAS,9
30,RIONEGRO PARQUE,CAMISETAS,23
30,RIONEGRO PARQUE,CHAQUETAS,7
30,RIONEGRO PARQUE,CORREAS,2
30,RIONEGRO PARQUE,JEANS,71
30,RIONEGRO PARQUE,JOGGER,18
30,RIONEGRO PARQUE,PANTALON COLOR,11
30,RIONEGRO PARQUE,POLOS,8
30,RIONEGRO PARQUE,SHORT,2
30,RIONEGRO PARQUE,VESTIDOS,3
30,TERMINAL DEL NORTE,BLUSAS,20
30,TERMINAL DEL NORTE,BUSOS,6
30,TERMINAL DEL NORTE,CAMIBUSOS,5
30,TERMINAL DEL NORTE,CAMISAS,28
30,TERMINAL DEL NORTE,CAMISETAS,38
30,TERMINAL DEL NORTE,CHAQUETAS,5
30,TERMINAL DEL NORTE,CORREAS,5
30,TERMINAL DEL NORTE,JEANS,110
30,TERMINAL DEL NORTE,JOGGER,13
30,TERMINAL DEL NORTE,PANTALON COLOR,30
30,TERMINAL DEL NORTE,POLOS,32
30,TERMINAL DEL NORTE,SHORT,3
30,TERMINAL DEL NORTE,VESTIDOS,1
30,VIVA ENVIGADO,BERMUDA,1
30,VIVA ENVIGADO,BLUSAS,21
30,VIVA ENVIGADO,BUSOS,5
30,VIVA ENVIGADO,CAMIBUSOS,8
30,VIVA ENVIGADO,CAMISAS,21
30,VIVA ENVIGADO,CAMISETAS,19
30,VIVA ENVIGADO,CHAQUETAS,4
30,VIVA ENVIGADO,CORREAS,2
30,VIVA ENVIGADO,JEANS,135
30,VIVA ENVIGADO,JOGGER,14
30,VIVA ENVIGADO,PANTALON COLOR,50
30,VIVA ENVIGADO,POLOS,11
30,VIVA ENVIGADO,SHORT,8
30,VIVA ENVIGADO,TAPABOCAS,4
30,VIVA ENVIGADO,VESTIDOS,1
31,ARKADIA,BERMUDA,1
31,ARKADIA,BLUSAS,11
31,ARKADIA,BUSOS,7
31,ARKADIA,CAMIBUSOS,4
31,ARKADIA,CAMISAS,15
31,ARKADIA,CAMISETAS,16
31,ARKADIA,CHAQUETAS,3
31,ARKADIA,CORREAS,2
31,ARKADIA,JEANS,83
31,ARKADIA,JOGGER,10
31,ARKADIA,PANTALON COLOR,24
31,ARKADIA,POLOS,9
31,ARKADIA,SHORT,2
31,ARKADIA,TAPABOCAS,3
31,CAMINO REAL,BLUSAS,29
31,CAMINO REAL,BUSOS,6
31,CAMINO REAL,CAMIBUSOS,5
31,CAMINO REAL,CAMISAS,36
31,CAMINO REAL,CAMISETAS,29
31,CAMINO REAL,CHAQUETAS,5
31,CAMINO REAL,CORREAS,2
31,CAMINO REAL,JEANS,68
31,CAMINO REAL,JOGGER,10
31,CAMINO REAL,PANTALON COLOR,31
31,CAMINO REAL,POLOS,15
31,CAMINO REAL,SHORT,2
31,COMPRETEX ECOMMERCE,BLUSAS,26
31,COMPRETEX ECOMMERCE,BUSOS,8
31,COMPRETEX ECOMMERCE,CAMIBUSOS,17
31,COMPRETEX ECOMMERCE,CAMISAS,53
31,COMPRETEX ECOMMERCE,CAMISETAS,54
31,COMPRETEX ECOMMERCE,CHAQUETAS,7
31,COMPRETEX ECOMMERCE,JEANS,278
31,COMPRETEX ECOMMERCE,JOGGER,64
31,COMPRETEX ECOMMERCE,PANTALON COLOR,39
31,COMPRETEX ECOMMERCE,POLOS,17
31,COMPRETEX ECOMMERCE,TAPABOCAS,17
31,COMPRETEX ECOMMERCE,VESTIDOS,2
31,GUAYABAL,BERMUDA,8
31,GUAYABAL,BLUSAS,25
31,GUAYABAL,BUSOS,8
31,GUAYABAL,CAMIBUSOS,9
31,GUAYABAL,CAMISAS,43
31,GUAYABAL,CAMISETAS,37
31,GUAYABAL,CHAQUETAS,5
31,GUAYABAL,CORREAS,4
31,GUAYABAL,JEANS,146
31,GUAYABAL,JOGGER,27
31,GUAYABAL,PANTALON COLOR,44
31,GUAYABAL,POLOS,20
31,GUAYABAL,SHORT,4
31,GUAYABAL,TAPABOCAS,1
31,GUAYABAL,VESTIDOS,2
31,LA CENTRAL,BERMUDA,3
31,LA CENTRAL,BLUSAS,14
31,LA CENTRAL,BUSOS,7
31,LA CENTRAL,CAMIBUSOS,8
31,LA CENTRAL,CAMISAS,22
31,LA CENTRAL,CAMISETAS,17
31,LA CENTRAL,CHAQUETAS,2
31,LA CENTRAL,CORREAS,3
31,LA CENTRAL,JEANS,116
31,LA CENTRAL,JOGGER,10
31,LA CENTRAL,PANTALON COLOR,38
31,LA CENTRAL,POLOS,19
31,LA CENTRAL,SHORT,1
31,LA CENTRAL,TAPABOCAS,2
31,LA CENTRAL,VESTIDOS,1
31,MARINILLA,BLUSAS,12
31,MARINILLA,BUSOS,5
31,MARINILLA,CAMIBUSOS,3
31,MARINILLA,CAMISAS,20
31,MARINILLA,CAMISETAS,14
31,MARINILLA,CHAQUETAS,3
31,MARINILLA,CORREAS,1
31,MARINILLA,JEANS,76
31,MARINILLA,JOGGER,8
31,MARINILLA,PANTALON COLOR,22
31,MARINILLA,POLOS,16
31,MARINILLA,TAPABOCAS,2
31,MARINILLA,VESTIDOS,1
31,MAYORCA 1,BLUSAS,12
31,MAYORCA 1,BUSOS,3
31,MAYORCA 1,CAMIBUSOS,7
31,MAYORCA 1,CAMISAS,23
31,MAYORCA 1,CAMISETAS,24
31,MAYORCA 1,CHAQUETAS,3
31,MAYORCA 1,JEANS,97
31,MAYORCA 1,JOGGER,13
31,MAYORCA 1,PANTALON COLOR,19
31,MAYORCA 1,POLOS,22
31,MAYORCA 1,SHORT,2
31,MAYORCA 1,TAPABOCAS,3
31,MAYORCA 1,VESTIDOS,2
31,MAYORCA 2,BERMUDA,4
31,MAYORCA 2,BLUSAS,24
31,MAYORCA 2,BUSOS,4
31,MAYORCA 2,CAMIBUSOS,11
31,MAYORCA 2,CAMISAS,38
31,MAYORCA 2,CAMISETAS,27
31,MAYORCA 2,CHAQUETAS,4
31,MAYORCA 2,CORREAS,1
31,MAYORCA 2,JEANS,152
31,MAYORCA 2,JOGGER,21
31,MAYORCA 2,PANTALON COLOR,50
31,MAYORCA 2,POLOS,14
31,MAYORCA 2,SHORT,1
31,MAYORCA 2,TAPABOCAS,3
31,MAYORCA 2,VESTIDOS,2
